,start,end,text,words,speaker,cleaned_text,tokens,lemmatized_tokens
724,2584.11,2591.654,"I'm sorry, I can't... I just hit the throttle.","[{'word': ""I'm"", 'start': 2584.11, 'end': 2584.35, 'score': 0.48, 'speaker': 'SPEAKER_08'}, {'word': 'sorry,', 'start': 2584.37, 'end': 2584.571, 'score': 0.333, 'speaker': 'SPEAKER_08'}, {'word': 'I', 'start': 2584.631, 'end': 2584.771, 'score': 0.646, 'speaker': 'SPEAKER_08'}, {'word': ""can't..."", 'start': 2584.791, 'end': 2585.091, 'score': 0.523, 'speaker': 'SPEAKER_08'}, {'word': 'I', 'start': 2587.812, 'end': 2588.052, 'score': 0.687}, {'word': 'just', 'start': 2590.854, 'end': 2590.994, 'score': 0.81, 'speaker': 'SPEAKER_05'}, {'word': 'hit', 'start': 2591.034, 'end': 2591.194, 'score': 0.192, 'speaker': 'SPEAKER_05'}, {'word': 'the', 'start': 2591.234, 'end': 2591.314, 'score': 0.81, 'speaker': 'SPEAKER_05'}, {'word': 'throttle.', 'start': 2591.354, 'end': 2591.654, 'score': 0.417, 'speaker': 'SPEAKER_05'}]",Hammond,im sorry i cant i just hit the throttle,"['im', 'sorry', 'cant', 'hit', 'throttle']","['m', 'sorry', 'hit', 'throttle']"
725,2591.694,2592.355,That's tick over.,"[{'word': ""That's"", 'start': 2591.694, 'end': 2591.874, 'score': 0.295, 'speaker': 'SPEAKER_05'}, {'word': 'tick', 'start': 2591.895, 'end': 2592.135, 'score': 0.788, 'speaker': 'SPEAKER_05'}, {'word': 'over.', 'start': 2592.195, 'end': 2592.355, 'score': 0.854, 'speaker': 'SPEAKER_05'}]",Clarkson,thats tick over,"['thats', 'tick']","['s', 'tick']"
726,2592.395,2593.575,"Look, my leg's not on it.","[{'word': 'Look,', 'start': 2592.395, 'end': 2592.575, 'score': 0.499, 'speaker': 'SPEAKER_05'}, {'word': 'my', 'start': 2592.695, 'end': 2592.835, 'score': 0.349, 'speaker': 'SPEAKER_05'}, {'word': ""leg's"", 'start': 2592.855, 'end': 2593.055, 'score': 0.612, 'speaker': 'SPEAKER_05'}, {'word': 'not', 'start': 2593.115, 'end': 2593.275, 'score': 0.902, 'speaker': 'SPEAKER_05'}, {'word': 'on', 'start': 2593.355, 'end': 2593.415, 'score': 0.965, 'speaker': 'SPEAKER_05'}, {'word': 'it.', 'start': 2593.495, 'end': 2593.575, 'score': 0.683, 'speaker': 'SPEAKER_05'}]",Clarkson,look my legs not on it,"['look', 'legs']","['look', 'leg']"
727,2596.657,2600.619,"Having blotched my throttle, we headed deeper into the Okavango.","[{'word': 'Having', 'start': 2596.657, 'end': 2597.017, 'score': 0.899, 'speaker': 'SPEAKER_05'}, {'word': 'blotched', 'start': 2597.277, 'end': 2597.698, 'score': 0.735, 'speaker': 'SPEAKER_05'}, {'word': 'my', 'start': 2597.758, 'end': 2597.898, 'score': 0.99, 'speaker': 'SPEAKER_05'}, {'word': 'throttle,', 'start': 2597.938, 'end': 2598.358, 'score': 0.698, 'speaker': 'SPEAKER_05'}, {'word': 'we', 'start': 2598.418, 'end': 2598.558, 'score': 0.99, 'speaker': 'SPEAKER_05'}, {'word': 'headed', 'start': 2598.598, 'end': 2598.878, 'score': 0.609, 'speaker': 'SPEAKER_05'}, {'word': 'deeper', 'start': 2598.938, 'end': 2599.359, 'score': 0.864, 'speaker': 'SPEAKER_05'}, {'word': 'into', 'start': 2599.499, 'end': 2599.679, 'score': 0.81, 'speaker': 'SPEAKER_05'}, {'word': 'the', 'start': 2599.699, 'end': 2599.779, 'score': 0.827, 'speaker': 'SPEAKER_05'}, {'word': 'Okavango.', 'start': 2599.839, 'end': 2600.619, 'score': 0.736, 'speaker': 'SPEAKER_05'}]",Clarkson,having blotched my throttle we headed deeper into the okavango,"['blotched', 'throttle', 'headed', 'deeper', 'okavango']","['blotch', 'throttle', 'head', 'deep', 'okavango']"
728,2603.861,2604.942,"Front, 12 o'clock.","[{'word': 'Front,', 'start': 2603.861, 'end': 2604.161, 'score': 0.544, 'speaker': 'SPEAKER_05'}, {'word': '12'}, {'word': ""o'clock."", 'start': 2604.401, 'end': 2604.942, 'score': 0.73, 'speaker': 'SPEAKER_05'}]",Clarkson,front  oclock,"['front', 'oclock']","['front', 'oclock']"
729,2605.102,2605.482,One o'clock.,"[{'word': 'One', 'start': 2605.102, 'end': 2605.202, 'score': 0.816, 'speaker': 'SPEAKER_05'}, {'word': ""o'clock."", 'start': 2605.222, 'end': 2605.482, 'score': 0.819, 'speaker': 'SPEAKER_05'}]",Clarkson,one oclock,"['one', 'oclock']",['oclock']
730,2607.135,2611.518, This is where wildlife cameramen come to make a name for themselves with David Attenborough.,"[{'word': 'This', 'start': 2607.135, 'end': 2607.295, 'score': 0.896, 'speaker': 'SPEAKER_05'}, {'word': 'is', 'start': 2607.375, 'end': 2607.435, 'score': 0.964, 'speaker': 'SPEAKER_05'}, {'word': 'where', 'start': 2607.475, 'end': 2607.795, 'score': 0.124, 'speaker': 'SPEAKER_05'}, {'word': 'wildlife', 'start': 2607.835, 'end': 2608.436, 'score': 0.878, 'speaker': 'SPEAKER_05'}, {'word': 'cameramen', 'start': 2608.476, 'end': 2608.956, 'score': 0.827, 'speaker': 'SPEAKER_05'}, {'word': 'come', 'start': 2609.016, 'end': 2609.196, 'score': 0.727, 'speaker': 'SPEAKER_05'}, {'word': 'to', 'start': 2609.216, 'end': 2609.276, 'score': 0.76, 'speaker': 'SPEAKER_05'}, {'word': 'make', 'start': 2609.316, 'end': 2609.476, 'score': 0.855, 'speaker': 'SPEAKER_05'}, {'word': 'a', 'start': 2609.516, 'end': 2609.556, 'score': 0.476, 'speaker': 'SPEAKER_05'}, {'word': 'name', 'start': 2609.596, 'end': 2609.777, 'score': 0.774, 'speaker': 'SPEAKER_05'}, {'word': 'for', 'start': 2609.797, 'end': 2609.897, 'score': 0.992, 'speaker': 'SPEAKER_05'}, {'word': 'themselves', 'start': 2609.937, 'end': 2610.437, 'score': 0.823, 'speaker': 'SPEAKER_05'}, {'word': 'with', 'start': 2610.477, 'end': 2610.597, 'score': 0.97, 'speaker': 'SPEAKER_05'}, {'word': 'David', 'start': 2610.657, 'end': 2610.877, 'score': 0.835, 'speaker': 'SPEAKER_05'}, {'word': 'Attenborough.', 'start': 2610.957, 'end': 2611.518, 'score': 0.564, 'speaker': 'SPEAKER_05'}]",Clarkson, this is where wildlife cameramen come to make a name for themselves with david attenborough,"['wildlife', 'cameramen', 'come', 'make', 'name', 'david', 'attenborough']","['wildlife', 'cameraman', 'come', 'make', 'name', 'attenborough']"
731,2611.978,2615.741,"But unfortunately, our film crew are best, really, with cars.","[{'word': 'But', 'start': 2611.978, 'end': 2612.098, 'score': 0.909, 'speaker': 'SPEAKER_05'}, {'word': 'unfortunately,', 'start': 2612.178, 'end': 2612.919, 'score': 0.862, 'speaker': 'SPEAKER_05'}, {'word': 'our', 'start': 2612.939, 'end': 2613.219, 'score': 0.512, 'speaker': 'SPEAKER_05'}, {'word': 'film', 'start': 2613.279, 'end': 2613.539, 'score': 0.892, 'speaker': 'SPEAKER_05'}, {'word': 'crew', 'start': 2613.599, 'end': 2613.839, 'score': 0.381, 'speaker': 'SPEAKER_05'}, {'word': 'are', 'start': 2613.859, 'end': 2613.919, 'score': 0.294, 'speaker': 'SPEAKER_05'}, {'word': 'best,', 'start': 2613.94, 'end': 2614.18, 'score': 0.856, 'speaker': 'SPEAKER_05'}, {'word': 'really,', 'start': 2614.24, 'end': 2614.64, 'score': 0.64, 'speaker': 'SPEAKER_05'}, {'word': 'with', 'start': 2614.94, 'end': 2615.1, 'score': 0.882, 'speaker': 'SPEAKER_05'}, {'word': 'cars.', 'start': 2615.22, 'end': 2615.741, 'score': 0.889, 'speaker': 'SPEAKER_05'}]",Clarkson,but unfortunately our film crew are best really with cars,"['unfortunately', 'film', 'crew', 'best', 'really', 'cars']","['unfortunately', 'film', 'crew', 'well', 'really', 'car']"
732,2615.761,2617.342,A giraffe on the right.,"[{'word': 'A', 'start': 2615.761, 'end': 2616.381, 'score': 0.965, 'speaker': 'SPEAKER_05'}, {'word': 'giraffe', 'start': 2616.401, 'end': 2616.762, 'score': 0.463, 'speaker': 'SPEAKER_02'}, {'word': 'on', 'start': 2616.842, 'end': 2616.902, 'score': 0.292, 'speaker': 'SPEAKER_02'}, {'word': 'the', 'start': 2616.942, 'end': 2617.022, 'score': 0.821, 'speaker': 'SPEAKER_02'}, {'word': 'right.', 'start': 2617.082, 'end': 2617.342, 'score': 0.493, 'speaker': 'SPEAKER_02'}]",Hammond,a giraffe on the right,"['giraffe', 'right']",['right']
733,2618.423,2618.663,There.,"[{'word': 'There.', 'start': 2618.423, 'end': 2618.663, 'score': 0.8, 'speaker': 'SPEAKER_02'}]",Hammond,there,[],[]
734,2618.683,2619.463,The big thing.,"[{'word': 'The', 'start': 2618.683, 'end': 2618.743, 'score': 0.001, 'speaker': 'SPEAKER_02'}, {'word': 'big', 'start': 2619.123, 'end': 2619.303, 'score': 0.623, 'speaker': 'SPEAKER_02'}, {'word': 'thing.', 'start': 2619.323, 'end': 2619.463, 'score': 0.219, 'speaker': 'SPEAKER_05'}]",Hammond,the big thing,"['big', 'thing']","['big', 'thing']"
735,2619.483,2620.064,Little fluffy clouds.,"[{'word': 'Little', 'start': 2619.483, 'end': 2619.644, 'score': 0.225, 'speaker': 'SPEAKER_05'}, {'word': 'fluffy', 'start': 2619.724, 'end': 2619.904, 'score': 0.132, 'speaker': 'SPEAKER_05'}, {'word': 'clouds.', 'start': 2619.924, 'end': 2620.064, 'score': 0.079, 'speaker': 'SPEAKER_05'}]",Clarkson,little fluffy clouds,"['little', 'fluffy', 'clouds']","['little', 'fluffy', 'cloud']"
736,2623.026,2625.528,We have a programme called The Back End of an Animal.,"[{'word': 'We', 'start': 2623.026, 'end': 2623.126, 'score': 0.958, 'speaker': 'SPEAKER_05'}, {'word': 'have', 'start': 2623.146, 'end': 2623.446, 'score': 0.599, 'speaker': 'SPEAKER_05'}, {'word': 'a', 'start': 2623.466, 'end': 2623.486, 'score': 0.09, 'speaker': 'SPEAKER_05'}, {'word': 'programme', 'start': 2623.546, 'end': 2623.947, 'score': 0.365, 'speaker': 'SPEAKER_05'}, {'word': 'called', 'start': 2623.967, 'end': 2624.207, 'score': 0.781, 'speaker': 'SPEAKER_05'}, {'word': 'The', 'start': 2624.227, 'end': 2624.327, 'score': 0.868, 'speaker': 'SPEAKER_05'}, {'word': 'Back', 'start': 2624.407, 'end': 2624.647, 'score': 0.933, 'speaker': 'SPEAKER_05'}, {'word': 'End', 'start': 2624.707, 'end': 2624.867, 'score': 0.648, 'speaker': 'SPEAKER_05'}, {'word': 'of', 'start': 2624.907, 'end': 2624.987, 'score': 0.796, 'speaker': 'SPEAKER_05'}, {'word': 'an', 'start': 2625.027, 'end': 2625.087, 'score': 0.74, 'speaker': 'SPEAKER_05'}, {'word': 'Animal.', 'start': 2625.168, 'end': 2625.528, 'score': 0.88, 'speaker': 'SPEAKER_05'}]",Clarkson,we have a programme called the back end of an animal,"['programme', 'called', 'back', 'end', 'animal']","['programme', 'call', 'back', 'end', 'animal']"
737,2625.548,2626.849,Meet the boys to hire.,"[{'word': 'Meet', 'start': 2625.548, 'end': 2625.928, 'score': 0.422, 'speaker': 'SPEAKER_05'}, {'word': 'the', 'start': 2625.968, 'end': 2626.088, 'score': 0.458, 'speaker': 'SPEAKER_05'}, {'word': 'boys', 'start': 2626.108, 'end': 2626.348, 'score': 0.612, 'speaker': 'SPEAKER_05'}, {'word': 'to', 'start': 2626.408, 'end': 2626.529, 'score': 0.655, 'speaker': 'SPEAKER_05'}, {'word': 'hire.', 'start': 2626.609, 'end': 2626.849, 'score': 0.554, 'speaker': 'SPEAKER_05'}]",Clarkson,meet the boys to hire,"['meet', 'boys', 'hire']","['meet', 'boy', 'hire']"
738,2627.689,2629.27,This week on Too Late to Look.,"[{'word': 'This', 'start': 2627.689, 'end': 2627.89, 'score': 0.566, 'speaker': 'SPEAKER_05'}, {'word': 'week', 'start': 2627.93, 'end': 2628.11, 'score': 0.508, 'speaker': 'SPEAKER_05'}, {'word': 'on', 'start': 2628.29, 'end': 2628.43, 'score': 0.826, 'speaker': 'SPEAKER_05'}, {'word': 'Too', 'start': 2628.49, 'end': 2628.67, 'score': 0.625, 'speaker': 'SPEAKER_05'}, {'word': 'Late', 'start': 2628.69, 'end': 2628.89, 'score': 0.504, 'speaker': 'SPEAKER_05'}, {'word': 'to', 'start': 2628.93, 'end': 2629.05, 'score': 0.672, 'speaker': 'SPEAKER_05'}, {'word': 'Look.', 'start': 2629.09, 'end': 2629.27, 'score': 0.712, 'speaker': 'SPEAKER_05'}]",Clarkson,this week on too late to look,"['week', 'late', 'look']","['week', 'late', 'look']"
739,2629.911,2632.473,A moon on the left with animals with a baby on its back.,"[{'word': 'A', 'start': 2629.911, 'end': 2630.051, 'score': 0.562, 'speaker': 'SPEAKER_06'}, {'word': 'moon', 'start': 2630.091, 'end': 2630.251, 'score': 0.236, 'speaker': 'SPEAKER_06'}, {'word': 'on', 'start': 2630.271, 'end': 2630.351, 'score': 0.462, 'speaker': 'SPEAKER_06'}, {'word': 'the', 'start': 2630.411, 'end': 2630.531, 'score': 0.797, 'speaker': 'SPEAKER_06'}, {'word': 'left', 'start': 2630.571, 'end': 2630.792, 'score': 0.801, 'speaker': 'SPEAKER_06'}, {'word': 'with', 'start': 2630.812, 'end': 2630.952, 'score': 0.77, 'speaker': 'SPEAKER_06'}, {'word': 'animals', 'start': 2631.012, 'end': 2631.432, 'score': 0.884, 'speaker': 'SPEAKER_02'}, {'word': 'with', 'start': 2631.452, 'end': 2631.592, 'score': 0.773, 'speaker': 'SPEAKER_02'}, {'word': 'a', 'start': 2631.612, 'end': 2631.652, 'score': 0.386, 'speaker': 'SPEAKER_02'}, {'word': 'baby', 'start': 2631.692, 'end': 2631.912, 'score': 0.744, 'speaker': 'SPEAKER_02'}, {'word': 'on', 'start': 2631.992, 'end': 2632.072, 'score': 0.718, 'speaker': 'SPEAKER_06'}, {'word': 'its', 'start': 2632.093, 'end': 2632.173, 'score': 0.291, 'speaker': 'SPEAKER_06'}, {'word': 'back.', 'start': 2632.253, 'end': 2632.473, 'score': 0.476, 'speaker': 'SPEAKER_06'}]",Hammond,a moon on the left with animals with a baby on its back,"['moon', 'left', 'animals', 'baby', 'back']","['moon', 'leave', 'animal', 'baby', 'back']"
740,2633.325,2638.767," To give our crew a chance, we stopped and discovered that we weren't much good at animals either.","[{'word': 'To', 'start': 2633.325, 'end': 2633.445, 'score': 0.831, 'speaker': 'SPEAKER_05'}, {'word': 'give', 'start': 2633.485, 'end': 2633.725, 'score': 0.811, 'speaker': 'SPEAKER_05'}, {'word': 'our', 'start': 2633.825, 'end': 2633.925, 'score': 0.831, 'speaker': 'SPEAKER_05'}, {'word': 'crew', 'start': 2633.985, 'end': 2634.205, 'score': 0.817, 'speaker': 'SPEAKER_05'}, {'word': 'a', 'start': 2634.245, 'end': 2634.265, 'score': 0.991, 'speaker': 'SPEAKER_05'}, {'word': 'chance,', 'start': 2634.345, 'end': 2634.786, 'score': 0.834, 'speaker': 'SPEAKER_05'}, {'word': 'we', 'start': 2634.866, 'end': 2635.006, 'score': 0.937, 'speaker': 'SPEAKER_05'}, {'word': 'stopped', 'start': 2635.046, 'end': 2635.446, 'score': 0.932, 'speaker': 'SPEAKER_05'}, {'word': 'and', 'start': 2636.046, 'end': 2636.146, 'score': 0.832, 'speaker': 'SPEAKER_05'}, {'word': 'discovered', 'start': 2636.186, 'end': 2636.626, 'score': 0.805, 'speaker': 'SPEAKER_05'}, {'word': 'that', 'start': 2636.646, 'end': 2636.786, 'score': 0.809, 'speaker': 'SPEAKER_05'}, {'word': 'we', 'start': 2636.867, 'end': 2637.047, 'score': 0.782, 'speaker': 'SPEAKER_05'}, {'word': ""weren't"", 'start': 2637.067, 'end': 2637.327, 'score': 0.747, 'speaker': 'SPEAKER_05'}, {'word': 'much', 'start': 2637.387, 'end': 2637.567, 'score': 0.889, 'speaker': 'SPEAKER_05'}, {'word': 'good', 'start': 2637.627, 'end': 2637.767, 'score': 0.985, 'speaker': 'SPEAKER_05'}, {'word': 'at', 'start': 2637.787, 'end': 2637.867, 'score': 0.73, 'speaker': 'SPEAKER_05'}, {'word': 'animals', 'start': 2637.907, 'end': 2638.267, 'score': 0.778, 'speaker': 'SPEAKER_05'}, {'word': 'either.', 'start': 2638.487, 'end': 2638.767, 'score': 0.755, 'speaker': 'SPEAKER_05'}]",Clarkson, to give our crew a chance we stopped and discovered that we werent much good at animals either,"['give', 'crew', 'chance', 'stopped', 'discovered', 'werent', 'much', 'good', 'animals', 'either']","['give', 'crew', 'chance', 'stop', 'discover', 'much', 'good', 'animal', 'either']"
741,2640.208,2640.828,"Wow, look!","[{'word': 'Wow,', 'start': 2640.208, 'end': 2640.508, 'score': 0.496, 'speaker': 'SPEAKER_05'}, {'word': 'look!', 'start': 2640.548, 'end': 2640.828, 'score': 0.762, 'speaker': 'SPEAKER_05'}]",Clarkson,wow look,"['wow', 'look']",['look']
742,2641.188,2641.428,Look!,"[{'word': 'Look!', 'start': 2641.188, 'end': 2641.428, 'score': 0.86, 'speaker': 'SPEAKER_05'}]",Clarkson,look,['look'],['look']
743,2641.969,2643.069,A hippo's head.,"[{'word': 'A', 'start': 2641.969, 'end': 2642.329, 'score': 0.871, 'speaker': 'SPEAKER_03'}, {'word': ""hippo's"", 'start': 2642.369, 'end': 2642.729, 'score': 0.564, 'speaker': 'SPEAKER_03'}, {'word': 'head.', 'start': 2642.749, 'end': 2643.069, 'score': 0.885, 'speaker': 'SPEAKER_03'}]",May,a hippos head,"['hippos', 'head']",['head']
744,2643.089,2643.829,"Oh, it is!","[{'word': 'Oh,', 'start': 2643.089, 'end': 2643.549, 'score': 0.78, 'speaker': 'SPEAKER_03'}, {'word': 'it', 'start': 2643.569, 'end': 2643.609, 'score': 0.083, 'speaker': 'SPEAKER_03'}, {'word': 'is!', 'start': 2643.709, 'end': 2643.829, 'score': 0.945, 'speaker': 'SPEAKER_03'}]",May,oh it is,['oh'],[]
745,2643.849,2645.43,"Well, it's probably a whole hippo.","[{'word': 'Well,', 'start': 2643.849, 'end': 2644.45, 'score': 0.243, 'speaker': 'SPEAKER_03'}, {'word': ""it's"", 'start': 2644.47, 'end': 2644.59, 'score': 0.329, 'speaker': 'SPEAKER_03'}, {'word': 'probably', 'start': 2644.61, 'end': 2644.81, 'score': 0.831, 'speaker': 'SPEAKER_03'}, {'word': 'a', 'start': 2644.85, 'end': 2644.89, 'score': 0.531, 'speaker': 'SPEAKER_03'}, {'word': 'whole', 'start': 2644.93, 'end': 2645.13, 'score': 0.883, 'speaker': 'SPEAKER_03'}, {'word': 'hippo.', 'start': 2645.17, 'end': 2645.43, 'score': 0.779, 'speaker': 'SPEAKER_03'}]",May,well its probably a whole hippo,"['well', 'probably', 'whole', 'hippo']","['probably', 'whole', 'hippo']"
746,2645.45,2646.951,It's just the rest of him is under the water.,"[{'word': ""It's"", 'start': 2645.45, 'end': 2645.53, 'score': 0.008, 'speaker': 'SPEAKER_03'}, {'word': 'just', 'start': 2645.55, 'end': 2645.71, 'score': 0.78, 'speaker': 'SPEAKER_03'}, {'word': 'the', 'start': 2645.73, 'end': 2645.79, 'score': 0.997, 'speaker': 'SPEAKER_03'}, {'word': 'rest', 'start': 2645.83, 'end': 2645.95, 'score': 0.932, 'speaker': 'SPEAKER_03'}, {'word': 'of', 'start': 2645.99, 'end': 2646.03, 'score': 0.956, 'speaker': 'SPEAKER_03'}, {'word': 'him', 'start': 2646.09, 'end': 2646.15, 'score': 0.66, 'speaker': 'SPEAKER_03'}, {'word': 'is', 'start': 2646.19, 'end': 2646.27, 'score': 0.555, 'speaker': 'SPEAKER_03'}, {'word': 'under', 'start': 2646.31, 'end': 2646.451, 'score': 0.996, 'speaker': 'SPEAKER_03'}, {'word': 'the', 'start': 2646.491, 'end': 2646.551, 'score': 0.99, 'speaker': 'SPEAKER_03'}, {'word': 'water.', 'start': 2646.591, 'end': 2646.951, 'score': 0.865, 'speaker': 'SPEAKER_03'}]",May,its just the rest of him is under the water,"['rest', 'water']","['rest', 'water']"
747,2648.872,2651.253,What does a hippo do just before it's about to attack?,"[{'word': 'What', 'start': 2648.872, 'end': 2648.972, 'score': 0.999, 'speaker': 'SPEAKER_06'}, {'word': 'does', 'start': 2649.012, 'end': 2649.112, 'score': 0.876, 'speaker': 'SPEAKER_06'}, {'word': 'a', 'start': 2649.152, 'end': 2649.192, 'score': 0.223, 'speaker': 'SPEAKER_06'}, {'word': 'hippo', 'start': 2649.232, 'end': 2649.492, 'score': 0.958, 'speaker': 'SPEAKER_06'}, {'word': 'do', 'start': 2649.532, 'end': 2649.672, 'score': 0.901, 'speaker': 'SPEAKER_06'}, {'word': 'just', 'start': 2649.712, 'end': 2649.872, 'score': 0.827, 'speaker': 'SPEAKER_06'}, {'word': 'before', 'start': 2649.892, 'end': 2650.112, 'score': 0.971, 'speaker': 'SPEAKER_06'}, {'word': ""it's"", 'start': 2650.152, 'end': 2650.252, 'score': 0.788, 'speaker': 'SPEAKER_06'}, {'word': 'about', 'start': 2650.292, 'end': 2650.592, 'score': 0.93, 'speaker': 'SPEAKER_06'}, {'word': 'to', 'start': 2650.612, 'end': 2650.752, 'score': 0.828, 'speaker': 'SPEAKER_06'}, {'word': 'attack?', 'start': 2650.852, 'end': 2651.253, 'score': 0.895, 'speaker': 'SPEAKER_06'}]",Hammond,what does a hippo do just before its about to attack,"['hippo', 'attack']",['attack']
748,2651.473,2652.273,Opens its mouth.,"[{'word': 'Opens', 'start': 2651.473, 'end': 2651.753, 'score': 0.822, 'speaker': 'SPEAKER_05'}, {'word': 'its', 'start': 2651.813, 'end': 2651.933, 'score': 0.702, 'speaker': 'SPEAKER_05'}, {'word': 'mouth.', 'start': 2651.973, 'end': 2652.273, 'score': 0.872, 'speaker': 'SPEAKER_05'}]",Clarkson,opens its mouth,"['opens', 'mouth']","['open', 'mouth']"
749,2652.513,2652.973,Opens its mouth.,"[{'word': 'Opens', 'start': 2652.513, 'end': 2652.673, 'score': 0.537, 'speaker': 'SPEAKER_05'}, {'word': 'its', 'start': 2652.713, 'end': 2652.813, 'score': 0.815, 'speaker': 'SPEAKER_05'}, {'word': 'mouth.', 'start': 2652.853, 'end': 2652.973, 'score': 0.997, 'speaker': 'SPEAKER_05'}]",Clarkson,opens its mouth,"['opens', 'mouth']","['open', 'mouth']"
750,2653.033,2654.094,It can open its jaw.,"[{'word': 'It', 'start': 2653.033, 'end': 2653.093, 'score': 0.542, 'speaker': 'SPEAKER_05'}, {'word': 'can', 'start': 2653.113, 'end': 2653.213, 'score': 0.704, 'speaker': 'SPEAKER_05'}, {'word': 'open', 'start': 2653.253, 'end': 2653.433, 'score': 0.498, 'speaker': 'SPEAKER_05'}, {'word': 'its', 'start': 2653.473, 'end': 2653.614, 'score': 0.746, 'speaker': 'SPEAKER_05'}, {'word': 'jaw.', 'start': 2653.734, 'end': 2654.094, 'score': 0.84, 'speaker': 'SPEAKER_05'}]",Clarkson,it can open its jaw,"['open', 'jaw']","['open', 'jaw']"
751,2654.114,2655.134,There's a thing it can do.,"[{'word': ""There's"", 'start': 2654.114, 'end': 2654.254, 'score': 0.086, 'speaker': 'SPEAKER_05'}, {'word': 'a', 'start': 2654.314, 'end': 2654.354, 'score': 0.857, 'speaker': 'SPEAKER_05'}, {'word': 'thing', 'start': 2654.414, 'end': 2654.594, 'score': 0.9, 'speaker': 'SPEAKER_05'}, {'word': 'it', 'start': 2654.634, 'end': 2654.714, 'score': 0.743, 'speaker': 'SPEAKER_05'}, {'word': 'can', 'start': 2654.754, 'end': 2654.934, 'score': 0.461, 'speaker': 'SPEAKER_05'}, {'word': 'do.', 'start': 2654.954, 'end': 2655.134, 'score': 0.82, 'speaker': 'SPEAKER_05'}]",Clarkson,theres a thing it can do,"['theres', 'thing']","['s', 'thing']"
752,2656.855,2657.635,"Oh, look!","[{'word': 'Oh,', 'start': 2656.855, 'end': 2657.015, 'score': 0.655, 'speaker': 'SPEAKER_06'}, {'word': 'look!', 'start': 2657.175, 'end': 2657.635, 'score': 0.735, 'speaker': 'SPEAKER_06'}]",Hammond,oh look,"['oh', 'look']",['look']
753,2658.616,2659.676,"Oh, look at that!","[{'word': 'Oh,', 'start': 2658.616, 'end': 2658.716, 'score': 0.656, 'speaker': 'SPEAKER_06'}, {'word': 'look', 'start': 2658.796, 'end': 2659.036, 'score': 0.896, 'speaker': 'SPEAKER_06'}, {'word': 'at', 'start': 2659.116, 'end': 2659.216, 'score': 0.782, 'speaker': 'SPEAKER_06'}, {'word': 'that!', 'start': 2659.296, 'end': 2659.676, 'score': 0.873, 'speaker': 'SPEAKER_06'}]",Hammond,oh look at that,"['oh', 'look']",['look']
754,2660.116,2661.157,They stop for a drink.,"[{'word': 'They', 'start': 2660.116, 'end': 2660.316, 'score': 0.924, 'speaker': 'SPEAKER_05'}, {'word': 'stop', 'start': 2660.356, 'end': 2660.636, 'score': 0.814, 'speaker': 'SPEAKER_05'}, {'word': 'for', 'start': 2660.656, 'end': 2660.777, 'score': 0.934, 'speaker': 'SPEAKER_05'}, {'word': 'a', 'start': 2660.817, 'end': 2660.837, 'score': 0.976, 'speaker': 'SPEAKER_05'}, {'word': 'drink.', 'start': 2660.897, 'end': 2661.157, 'score': 0.51, 'speaker': 'SPEAKER_05'}]",Clarkson,they stop for a drink,"['stop', 'drink']","['stop', 'drink']"
755,2662.199,2666.06, using their noses to shovel water into their mouths.,"[{'word': 'using', 'start': 2662.199, 'end': 2662.419, 'score': 0.869, 'speaker': 'SPEAKER_05'}, {'word': 'their', 'start': 2662.459, 'end': 2662.639, 'score': 0.962, 'speaker': 'SPEAKER_05'}, {'word': 'noses', 'start': 2662.719, 'end': 2663.179, 'score': 0.818, 'speaker': 'SPEAKER_05'}, {'word': 'to', 'start': 2663.259, 'end': 2663.4, 'score': 0.9, 'speaker': 'SPEAKER_05'}, {'word': 'shovel', 'start': 2663.5, 'end': 2663.86, 'score': 0.892, 'speaker': 'SPEAKER_05'}, {'word': 'water', 'start': 2663.9, 'end': 2664.3, 'score': 0.934, 'speaker': 'SPEAKER_05'}, {'word': 'into', 'start': 2665.08, 'end': 2665.3, 'score': 0.969, 'speaker': 'SPEAKER_05'}, {'word': 'their', 'start': 2665.34, 'end': 2665.5, 'score': 0.901, 'speaker': 'SPEAKER_05'}, {'word': 'mouths.', 'start': 2665.58, 'end': 2666.06, 'score': 0.712, 'speaker': 'SPEAKER_05'}]",Clarkson, using their noses to shovel water into their mouths,"['using', 'noses', 'shovel', 'water', 'mouths']","['use', 'nose', 'shovel', 'water', 'mouth']"
756,2666.241,2667.821,"Jeremy, that's a rubbish commentary.","[{'word': 'Jeremy,', 'start': 2666.241, 'end': 2666.601, 'score': 0.829, 'speaker': 'SPEAKER_06'}, {'word': ""that's"", 'start': 2666.641, 'end': 2666.821, 'score': 0.834, 'speaker': 'SPEAKER_06'}, {'word': 'a', 'start': 2666.861, 'end': 2666.901, 'score': 0.488, 'speaker': 'SPEAKER_06'}, {'word': 'rubbish', 'start': 2666.981, 'end': 2667.281, 'score': 0.896, 'speaker': 'SPEAKER_06'}, {'word': 'commentary.', 'start': 2667.341, 'end': 2667.821, 'score': 0.877, 'speaker': 'SPEAKER_06'}]",Hammond,jeremy thats a rubbish commentary,"['jeremy', 'thats', 'rubbish', 'commentary']","['jeremy', 's', 'rubbish', 'commentary']"
